 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
   7382.90 | Supplier#000007355        | CHINA                     |     47354 | Manufacturer#2            | bH1s5 4Q,2Oc,98dKQOR5HZ                  | 28-392-158-7069 | ickly unusual excuses wake furiously at the regular, expr                                            |        832.74
   3222.41 | Supplier#000002952        | INDONESIA                 |     47943 | Manufacturer#2            | dIKGgSf6YfEeGOQ5shtlMdzeV2O              | 19-961-224-9429 | ackages. blithely express warthogs boost ruthlessly above the                                        |        736.59
    889.08 | Supplier#000008284        | INDONESIA                 |     48283 | Manufacturer#2            | agYEWUArk7a Sp6                          | 19-421-597-7278 | c, ironic asymptotes. stealthy requests boost. regular ideas affix                                   |        207.99
   8612.85 | Supplier#000005796        | INDONESIA                 |     48283 | Manufacturer#2            | IgQVugiNTGwZltdxqcRkiP3                  | 19-524-102-8768 | yly after the regular, even packages. busily ironic fox                                              |        325.90
    684.35 | Supplier#000005966        | INDIA                     |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost                                                                            |        702.75
   3011.31 | Supplier#000000958        | INDIA                     |     48453 | Manufacturer#3            | uAjh0zBiJ0d                              | 18-553-836-9296 | ress pinto beans cajole carefully among the quickly special requests. fluffily even dep              |        776.02
   5940.25 | Supplier#000006941        | CHINA                     |     49428 | Manufacturer#3            | 829 63db0Yo5dZTejZtn5GAj0oGhaoUpkDN      | 28-113-649-4031 |  of the slyly regular deposits. furiously regular deposits haggle-- depos                            |        941.39
   6672.57 | Supplier#000007219        | VIETNAM                   |     49706 | Manufacturer#3            | p5Ui3IGPcmotYu                           | 31-888-210-9936 |  carefully pending requests sleep carefully special foxes                                            |        522.62
   -941.38 | Supplier#000000124        | INDIA                     |     50123 | Manufacturer#3            | vmVadCZ xHPbQQA2fLxr68T1YhmjVSuRUJKCrcq6 | 18-313-889-3713 | ular excuses after the fluffily pending pinto                                                        |        159.00
    -88.05 | Supplier#000003025        | CHINA                     |     50519 | Manufacturer#3            | HtCJxqcyYoMKBu7BQ5hRdVXj24Fkw5s8LgGe3    | 28-337-459-6916 | ests. special patterns are slyly blithely ironic                                                     |        217.98
   1682.84 | Supplier#000000520        | JAPAN                     |     50519 | Manufacturer#3            | RHuqyeshPnOa6gwEiV3zDhP0o2aYvZ9glQURu1w  | 22-654-808-2429 | aggle among the final, pending realms. carefully regular escapades woul                              |        528.00
   5655.62 | Supplier#000005530        | INDONESIA                 |     50519 | Manufacturer#3            | 2f2CgHMQWVrfbCTjHZTSYwynknmTDMghQAB      | 19-903-770-1219 | oggedly ironic foxes are blithely express platelets. foxes are quickly. blith                        |        563.16
   3112.69 | Supplier#000006301        | INDONESIA                 |     51290 | Manufacturer#3            | xBPspJhGUvc5Ujzak                        | 19-366-114-6662 | y even foxes nag above the patterns. even, bold platelets haggle blithely. regu                      |        420.86
   3196.35 | Supplier#000008806        | CHINA                     |     51290 | Manufacturer#3            | 474Q,OCoa8ecS7v6IDJ91gm3RVu5             | 28-244-191-7061 | y according to the regular instructions. always unusual dependencies use qu                          |        745.63
   4336.46 | Supplier#000001464        | INDIA                     |     51463 | Manufacturer#3            | yZoKE4Ac8szLlvH0cYaqp6paOV               | 18-984-442-6908 | . even, even ideas wake abo                                                                          |        870.77
   1234.04 | Supplier#000002011        | INDONESIA                 |     52010 | Manufacturer#5            | EKs5znUv,GZtfhLx                         | 19-368-474-1163 | s. special deposits about the quickly unusual accounts print qu                                      |        968.12
   8572.69 | Supplier#000007932        | INDIA                     |     52921 | Manufacturer#4            | 4NAtwsPVHVUmuaFXA                        | 18-138-224-6208 | long the deposits wake quickly care                                                                  |        257.56
    920.41 | Supplier#000005427        | CHINA                     |     52921 | Manufacturer#4            | Wrx4glYCDjvSmlh                          | 28-477-481-3380 | e the blithely stealthy accounts: slyly even requests will maintain furiously. slyly special th      |        417.69
   4441.07 | Supplier#000007942        | CHINA                     |     52931 | Manufacturer#2            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag                  |        532.55
   6404.51 | Supplier#000000558        | INDONESIA                 |     53042 | Manufacturer#4            | T9hNjrRRRQmkbZomdaeLKDOqmmUcJpAJzXOxq    | 19-494-404-8664 | s against the carefully pending packages cajole al                                                   |        230.14
    298.62 | Supplier#000005548        | VIETNAM                   |     53042 | Manufacturer#4            | C7CwN6SZ0ikFPW                           | 31-470-117-2737 | ess platelets about the slyly silent dinos haggle furiously regular pa                               |        570.32
   3735.35 | Supplier#000003558        | JAPAN                     |     53557 | Manufacturer#5            | CYnj79lLULxf,2fHZ1Jp,2N97uREQpHJr1       | 22-739-421-6188 | ns cajole above the slyly express deposi                                                             |          5.83
    159.36 | Supplier#000001238        | CHINA                     |     53722 | Manufacturer#1            | o3IxY ehZtQ64ubysr84V                    | 28-223-865-6534 |  after the quickly ironic frets. regular, fi                                                         |         92.22
   7119.90 | Supplier#000001378        | CHINA                     |     53862 | Manufacturer#5            | cyTlnVEoMOYxy1JjQ1jm2Wh6vr3ycFrSI21jiO   | 28-787-963-1462 | furiously final packages detect carefully ironic requests. carefully unusual gifts are blithel       |        553.96
   -518.45 | Supplier#000006397        | VIETNAM                   |     53891 | Manufacturer#5            | h3rp6cKPeZpMhWBwAZSoXyBkk                | 31-941-870-7526 | bold instructions hang blithely across the carefully brave de                                        |        634.80
   5150.03 | Supplier#000004724        | CHINA                     |     54723 | Manufacturer#2            | lljIGbk5L5dtN3mTFhSXIhi1o6GzBUyC9        | 28-181-636-3740 | onic requests haggle quickly ruthless pinto beans. platelets haggle across the final, fluffy theodol |        396.33
   8798.71 | Supplier#000007229        | VIETNAM                   |     54723 | Manufacturer#2            | iwNoWdaURFzLAsQHxK,BeOPpI5TOTo           | 31-503-440-8378 |  the quickly final deposits wake fluffily express ideas. even accounts sublate fluffi                |        989.73
   -920.63 | Supplier#000009986        | INDIA                     |     54975 | Manufacturer#2            | miUqD2v,UJazIe                           | 18-816-555-5359 |  asymptotes nag slyly pinto beans. pending requests haggle slyly. pending deposits                   |        358.45
   7289.54 | Supplier#000002705        | INDONESIA                 |     55189 | Manufacturer#3            | Rh6DZOQQ8kO6,NtCMeqTUA3                  | 19-514-252-8017 |  ideas are quickly courts. slyly even                                                                |        237.96
   9629.88 | Supplier#000003038        | VIETNAM                   |     55522 | Manufacturer#4            | F5Tz7P juuCbABDuW8JGomRFxqVHBWyQrsLwg4i  | 31-160-454-6537 | odolites. bold, even packages across the blithely ironic deposits sleep                              |        712.82
   6021.39 | Supplier#000003257        | CHINA                     |     55741 | Manufacturer#5            | 1eohH908K748ruDTuvA                      | 28-754-780-3793 | counts nag furiously of the special, ironic account                                                  |        655.74
   6222.09 | Supplier#000005742        | INDONESIA                 |     55741 | Manufacturer#5            | jr57A7w0yC5sKMj17OwGAIRdNiOVqkhvI7E8     | 19-523-715-4348 | l deposits. quickly ironic requests haggle blithely. slyly final foxes do                            |        868.78
   5705.25 | Supplier#000001137        | CHINA                     |     56126 | Manufacturer#3            | PaOfcxOq69vJcEPjP0dKQ3zh2nhZdeU8,rST     | 28-418-800-2417 | ss packages use carefully abo                                                                        |        889.11
   7992.60 | Supplier#000003951        | INDIA                     |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac                                           |        118.07
   7006.85 | Supplier#000006436        | INDONESIA                 |     56435 | Manufacturer#5            | dR1Wq 0Zx3AJ1zd3fIqE                     | 19-802-581-4826 | ffily even requests. quickly unusual deposits breach                                                 |        380.05
   5902.03 | Supplier#000002409        | VIETNAM                   |     57398 | Manufacturer#2            | oy39SaSQ,FIP pzLqblhxj                   | 31-943-688-4514 | , regular packages cajole blithely furiously regular depths. forges kindle furiously unusual pa      |         12.95
   6601.31 | Supplier#000009909        | INDONESIA                 |     57403 | Manufacturer#5            | fKWVWN3MtMmulZ,n                         | 19-858-188-5399 | lyly even dependencies. blit                                                                         |        164.66
   1519.16 | Supplier#000007454        | INDONESIA                 |     57453 | Manufacturer#2            | gybI3LobLdbZeZ                           | 19-315-642-4922 | ate slyly express requests; permanent foxes boost along the furiously regul                          |        224.66
   4142.33 | Supplier#000007979        | INDONESIA                 |     57978 | Manufacturer#4            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a                  |        334.21
   6399.78 | Supplier#000000505        | INDONESIA                 |     57999 | Manufacturer#2            | aqcYZYQD5TYlLDgIxhKZyFCzL3Ch5qKOxj       | 19-480-691-1853 |  requests engage slyly regular ideas. fina                                                           |        315.44
   7389.59 | Supplier#000008000        | INDONESIA                 |     57999 | Manufacturer#2            | zYtb gUcE,2oeUsUE5JSLBWeDwmX             | 19-875-478-4736 | ounts breach blithely along the even t                                                               |        327.46
   1152.60 | Supplier#000009125        | VIETNAM                   |     59124 | Manufacturer#4            | IQbCXbN1mmght                            | 31-864-673-9551 | s? pending pinto beans above the ideas nag across the ironic, unusual accounts. quickly              |        438.28
   1340.79 | Supplier#000009394        | INDONESIA                 |     59393 | Manufacturer#1            | ZZcjdMzFRIEOlyJSH                        | 19-537-469-8663 | slyly enticing ideas are blithely after the theodoli                                                 |        906.12
   7884.48 | Supplier#000006971        | JAPAN                     |     59455 | Manufacturer#2            | S2pAN0uYjU,0fODwI8HBiSxzglO              | 22-523-651-4190 | yly express hockey players. accounts after the special, final deposits integrate above               |        280.74
   9094.47 | Supplier#000009830        | INDONESIA                 |     59829 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent          |        286.32
   2674.93 | Supplier#000008171        | INDIA                     |     60652 | Manufacturer#1            | 3 QuVd1b4T                               | 18-220-139-2382 | beans. furiously final platelets cajole                                                              |        691.36
   -789.30 | Supplier#000006820        | JAPAN                     |     61807 | Manufacturer#4            | kvj8tFQ2RKa4mzpWbqSgYeIY6a0LMRcKTP2xSGve | 22-171-850-6598 | press requests according to the platelets integrate slyly quickly                                    |        864.61
   6466.59 | Supplier#000007064        | INDIA                     |     62051 | Manufacturer#5            | ep lHd3q8kDIWLG R7h,9z7AEcvqxi1GNN49     | 18-543-384-6456 | ts. carefully final ideas haggle along the permanent, pending accounts. quickly fin                  |        422.60
   4060.17 | Supplier#000004558        | CHINA                     |     62051 | Manufacturer#5            | Thr0PyLNWrrzzeOgIFqOXFg5w6MVs5fzJc       | 28-888-147-2005 | pinto beans across the furiously bold packages cajole fur                                            |        897.97
   -504.16 | Supplier#000009679        | JAPAN                     |     62160 | Manufacturer#1            | ueTQ9bUt0 iZfFRxiF8hFPwpU4PzVq4SUi8      | 22-592-240-3104 | uests after the slyly express accounts sleep carefully careful platelets. bold de                    |         68.31
   1077.21 | Supplier#000004667        | INDIA                     |     62160 | Manufacturer#1            | Um06UA4W7osWGE8x4                        | 18-810-393-1517 | t the regular deposits. pinto beans boost never special ideas.                                       |        603.34
   3703.55 | Supplier#000009865        | VIETNAM                   |     62346 | Manufacturer#1            | extcOh9ZrdDCMsHhhsFTkTUAh,HM2UQ2qa8sRo   | 31-357-360-6063 |  regular foxes are blithely. carefull                                                                |        143.12
   2874.47 | Supplier#000004853        | INDIA                     |     62346 | Manufacturer#1            | 2xAslDU1065Y,NMWe0U7zMaHaFI              | 18-794-159-5400 | ts cajole above the slyly pending pinto beans. regular deposits boost blithe                         |        430.38
   6230.73 | Supplier#000007359        | VIETNAM                   |     62346 | Manufacturer#1            | SYl0YoLC8A                               | 31-245-137-6681 |  pending accounts cajole blithely blithely pending packa                                             |        828.71
   2980.07 | Supplier#000000102        | INDIA                     |     62583 | Manufacturer#2            | pDmsZ3V8W7NR1wW                          | 18-884-693-5785 | ly even notornis nod furiously evenly regular platelets. thinly pending pat                          |        512.19
   2384.98 | Supplier#000002695        | INDIA                     |     62694 | Manufacturer#4            | ildy7QNbrDD8eRVPQVUPD                    | 18-490-712-8829 | around the slyly regular dolphins. blithely                                                          |        302.90
   2616.54 | Supplier#000000213        | CHINA                     |     62694 | Manufacturer#4            | 1s7 4odatD2BWz1QjXR2 2SnFhc,Rvr2Icxh1m7f | 28-317-938-6979 | , regular packages. request                                                                          |        496.80
   6700.75 | Supplier#000000294        | CHINA                     |     62775 | Manufacturer#1            | 20vnacv,dtZ0mr5kukNf                     | 28-299-788-1836 | en accounts. silent, regular instructio                                                              |         69.39
   7740.14 | Supplier#000002776        | INDONESIA                 |     62775 | Manufacturer#1            | sny7GWbRh8E0OH6spG7u                     | 19-487-327-8393 | nstructions. ironic accounts sleep at the final instructions. ne                                     |        531.24
   2761.29 | Supplier#000005282        | INDONESIA                 |     62775 | Manufacturer#1            | NQI2D1E3kxF678qVMz18d03rhoRDMlI          | 19-544-884-7288 | nic accounts wake quietly above the blithely final instructions. even foxes doubt slyly.             |        665.08
   9249.17 | Supplier#000003282        | JAPAN                     |     63281 | Manufacturer#5            | ZYRZsEp8l,kp3h6LsFiDk                    | 22-476-692-7508 | lar pinto beans. furiously regular packages use quickly. packages                                    |        366.33
   6670.10 | Supplier#000003728        | CHINA                     |     63727 | Manufacturer#4            | l2Q01AnPC0yOpEoHhDSwERUMLMEWf182j        | 28-365-225-2206 | onic packages. packages cajole blithely. carefully final packages against the blithely ironic deposi |        957.99
   -106.92 | Supplier#000009114        | VIETNAM                   |     64101 | Manufacturer#4            | nkn6bcPvlP5w,lUpO0nZTBSj                 | 31-952-889-7524 | thely express packages above the carefully special i                                                 |        946.25
   8473.17 | Supplier#000002064        | INDONESIA                 |     64545 | Manufacturer#2            | t840Ipd5YG7SZyQQUUEQNPZ fQfjJT5lv        | 19-450-298-8597 | fluffily regular, special theodolites. brave dugouts hag                                             |        662.55
   6526.12 | Supplier#000004725        | VIETNAM                   |     64724 | Manufacturer#3            | qas7l mIPknKZ                            | 31-654-353-2168 | accounts. never even packages aff                                                                    |        990.22
   -939.51 | Supplier#000002628        | INDONESIA                 |     65109 | Manufacturer#1            | 0qI4Lll6L V5af                           | 19-518-345-8832 | lowly alongside of the final, special waters. furiously pending foxes after the final instructio     |        407.17
   8771.23 | Supplier#000002645        | JAPAN                     |     65126 | Manufacturer#5            | DhTKpVgrzHa4NcbuJtK9ZokCfxuCrugCY        | 22-288-789-8442 |  blithely permanently pending asymptotes. furiously regular requests                                 |        837.76
   1437.89 | Supplier#000002764        | INDONESIA                 |     65245 | Manufacturer#5            | lHWP7g8NCterjtVbJgoAOg                   | 19-902-749-1334 |  accounts detect among the                                                                           |        608.25
   1135.51 | Supplier#000008135        | VIETNAM                   |     65628 | Manufacturer#5            | mKPh z1XL4whRyf67Hq8D6UQo3yU             | 31-501-571-4779 | lithely alongside of the blithely bold accounts. slyly regula                                        |        801.73
   2983.72 | Supplier#000005909        | VIETNAM                   |     65908 | Manufacturer#3            | nNWQMGlzCaHxeMolpKtCuCz9ODpfDi0Se 5PA9V  | 31-222-156-7882 | es affix fluffily around the request                                                                 |        317.11
   -550.54 | Supplier#000001260        | INDONESIA                 |     66247 | Manufacturer#3            | D9vpfn0l3JdOg1HD                         | 19-431-553-8802 | ts sleep furiously. slyly even                                                                       |        265.06
   4294.13 | Supplier#000006248        | INDONESIA                 |     66247 | Manufacturer#3            | Ef5f,rmeFhpIwuC                          | 19-968-511-5539 | equests cajole carefully unusual, regular instructions. unusual accounts haggle above the quickly un |        611.82
   3969.42 | Supplier#000009185        | INDONESIA                 |     66678 | Manufacturer#1            | v66BUMEgc3P24E8PLV nMkC3w2bWb            | 19-630-483-6872 | ar pinto beans cajole even,                                                                          |        775.51
   7117.46 | Supplier#000003018        | INDIA                     |     68005 | Manufacturer#1            | 1vxIseSmPRpCXvKpPbCJhFDgPZVLAXODdix      | 18-268-925-6512 | ts. furiously even requests are across the pending, pending deposits: requests                       |        138.89
   2312.03 | Supplier#000008006        | INDONESIA                 |     68005 | Manufacturer#1            | ,8,a6tucbKSGeU CYs,LGFPeCpfMDAaT,qQ6MMX4 | 19-102-545-3561 |  ironic packages cajole. regular courts nag car                                                      |        724.41
   7949.07 | Supplier#000008039        | INDONESIA                 |     68038 | Manufacturer#5            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen                                                    |        889.76
   -478.34 | Supplier#000005557        | INDIA                     |     68038 | Manufacturer#5            | 3ShyjCpd0fgHZZ,rqk1PAc n6kixym9Iej3FmHV  | 18-228-535-3302 | se carefully against the even, regular ideas. final, regular packages doubt c                        |        950.15
   5343.26 | Supplier#000002034        | JAPAN                     |     69527 | Manufacturer#1            | deKZihoSypb62Yi,ivMpZf                   | 22-763-404-5757 | ly around the unusual ideas. expr                                                                    |        623.56
   8803.64 | Supplier#000009594        | VIETNAM                   |     69593 | Manufacturer#3            | t5POxK43OIjIfHTB90                       | 31-703-320-6583 | y carefully express platelets. bold,                                                                 |        253.31
   3576.60 | Supplier#000009598        | VIETNAM                   |     69597 | Manufacturer#4            | PnTAz7rNRLVDFO3zoo2QRTlh4o               | 31-420-284-5692 | odolites are fluffily silent requests. even requests are quickly across the requests? slyly pen      |        629.34
   9744.22 | Supplier#000002417        | INDONESIA                 |     69910 | Manufacturer#5            | 2zX,k0aiQ he,N  qVT9DMhP0                | 19-580-615-8291 | unts cajole. regular platelets play furiously slyly ironic packages-- furiou                         |        313.37
   -576.69 | Supplier#000007429        | INDIA                     |     69910 | Manufacturer#5            | PzGXj1f6j vjea                           | 18-930-524-7128 | e of the deposits. regular requests boost furiously at the carefully ironic requests! unusual packag |        735.68
   2733.69 | Supplier#000000054        | JAPAN                     |     70053 | Manufacturer#1            | J1s,Wxb5pg                               | 22-966-435-7200 | blithely pending dolphins. quickly regular theodolites haggle slyly                                  |         97.48
   9522.75 | Supplier#000008228        | JAPAN                     |     70706 | Manufacturer#1            | WyCUGJa30D                               | 22-915-176-4354 | deas. regular deposits alongside of the slyly thin packages cajole                                   |        420.14
   8693.69 | Supplier#000008462        | INDIA                     |     70940 | Manufacturer#1            | 3K6 wmXG E64Mfx 4Et                      | 18-878-705-6103 |  bold, regular foxes beyond t                                                                        |         50.81
   2617.31 | Supplier#000005955        | INDONESIA                 |     70940 | Manufacturer#1            | cOXdOORzpk                               | 19-647-712-9789 | oost carefully slyly even dependencies. requests haggle carefully bold theodolites. pinto bea        |         74.53
   3846.91 | Supplier#000000941        | VIETNAM                   |     70940 | Manufacturer#1            | gqG2XEnVlzUhjjfQGYGlwk,jcaNsplI8Rleg     | 31-412-752-5573 | ronic theodolites. final, unusual                                                                    |        809.59
   7520.71 | Supplier#000001006        | CHINA                     |     71005 | Manufacturer#3            | d0DSDuBcFCmu9jVJn,sVnyG                  | 28-404-261-2246 | ording to the packages cajole slyly ironic accou                                                     |        242.52
   4181.07 | Supplier#000006026        | INDIA                     |     71011 | Manufacturer#2            | GJnwCYGwSA FQDk,VV LtjlIKY               | 18-852-661-1445 | ests haggle pending theodolites. carefully final packages haggle quickly blit                        |        349.72
   -849.21 | Supplier#000008638        | VIETNAM                   |     71116 | Manufacturer#5            | yxj50B 8aMql                             | 31-289-423-9527 |  special ideas cajole blithely bold inst                                                             |        646.86
   3620.41 | Supplier#000001117        | CHINA                     |     71116 | Manufacturer#5            | o5w8DGLyxgw7oKoZjoB1uWvV5P8Rm5on2        | 28-544-639-9998 | carefully bold instructions hang slyly. foxes wake carefully excuses. express packages wa            |        860.32
   4152.89 | Supplier#000006430        | VIETNAM                   |     71415 | Manufacturer#3            | F2RrkeaNcs6po8x2PyYvcPa1rtKd,fT2AMxP     | 31-286-383-9133 | haggle furiously after the fluffily final theodolites. ironic pinto beans engage slyly reg           |        877.42
   -514.12 | Supplier#000001609        | INDONESIA                 |     71608 | Manufacturer#4            | dqTbeKACaikTyyytcKQtjaHXasj0M7I          | 19-497-494-7241 | beans. ideas wake quickly express packages. blithely ironic                                          |        457.75
   7233.70 | Supplier#000004295        | VIETNAM                   |     71787 | Manufacturer#2            | 8NaPns0LW4U,0XB1r7Fq0n                   | 31-599-168-3458 | ly bold requests. packages among the packages print carefully above the                              |        370.91
   5043.92 | Supplier#000002114        | CHINA                     |     72113 | Manufacturer#1            | oYrzEAWh3pExO                            | 28-461-289-4367 | tipliers wake quickly frays. blithely iro                                                            |        865.96
   9903.47 | Supplier#000002334        | VIETNAM                   |     72333 | Manufacturer#5            | TRASs4 HRa7BJLxXRms327M                  | 31-806-679-3391 | nts doze blithely ironic deposits. bold deposits boost. care                                         |        380.87
    -77.87 | Supplier#000002435        | VIETNAM                   |     72434 | Manufacturer#2            | 2Wg6s 0Y5Mnfuois3iIoaq1wrVETh            | 31-379-702-6071 | refully above the blithely pending deposits. ideas are fluffil                                       |        160.19
   9417.92 | Supplier#000007449        | INDIA                     |     72434 | Manufacturer#2            | aRS5s8KGcawKyM8dbBqa0l6ve8aMR8s6m        | 18-148-870-6544 | sits are about the slyly even deposits. ironic accounts maintain fluffily slyly ironic f             |        204.46
   5713.13 | Supplier#000007484        | VIETNAM                   |     72469 | Manufacturer#2            | mOM9ggPwQSI1SX5lpumMLWc85u               | 31-500-504-7115 | regular requests according to the ironic tithes                                                      |        202.09
   6540.34 | Supplier#000000388        | CHINA                     |     72866 | Manufacturer#1            | n27XQohXrXlJRLdsyXNoljPS                 | 28-306-827-7902 | rate around the regular accounts. furiously special pinto beans use bli                              |        513.22
   6938.43 | Supplier#000000527        | CHINA                     |     73005 | Manufacturer#5            | udKczd6U1Bm79UVDkA8P2Xa1VY qv9mvsXo      | 28-894-961-1780 |  sublate blithely pending instructions. blithely final packages nag blithe                           |        353.59
   6390.23 | Supplier#000003309        | JAPAN                     |     73308 | Manufacturer#5            | zxjUE,0eR7cIyqKj88gzjSS                  | 22-607-835-8562 | y ironic deposits cajole dogged, regular instructions. final instructions doubt. furiou              |        278.69
   4079.01 | Supplier#000006514        | JAPAN                     |     74006 | Manufacturer#4            | 5yIp smf4s36                             | 22-113-782-5493 |  regular, even packages wake furiously according to the bold, even instruction                       |        107.32
   2556.42 | Supplier#000009021        | JAPAN                     |     74006 | Manufacturer#4            | 2cI86dCJiou                              | 22-277-653-5354 | tect blithely regular grouches. even, regular                                                        |        841.73
   3361.70 | Supplier#000004007        | VIETNAM                   |     74006 | Manufacturer#4            | cvlSgCCKGOwpaB iFIPx4vU2qA5b6K hz9Z91    | 31-218-453-2389 | s asymptotes use across the furiously even asymptotes. busy waters haggle. blithely iro              |        896.29
   1595.96 | Supplier#000009083        | JAPAN                     |     74068 | Manufacturer#1            | wVIdyqHsk0UpdWUiW9YGz7HU8j               | 22-552-431-1228 | ly bold instructions. regular requests wake along the even accounts? requests                        |        501.42
   6598.53 | Supplier#000009777        | INDONESIA                 |     74762 | Manufacturer#4            | EdtUwT6BBgUVlx7Tqq35UG3f359UgC0          | 19-406-999-1389 | gular instructions nag blithely quickly final                                                        |         45.70
   4555.43 | Supplier#000007270        | VIETNAM                   |     74762 | Manufacturer#4            | TksERECGdYZRPUjkUdDRZv5pW26cOTaA1        | 31-292-136-6841 |  above the furiously regular requests integrate fluffily unusual packages: carefully pen             |         78.39
   6550.83 | Supplier#000004763        | VIETNAM                   |     74762 | Manufacturer#4            | W 7kS9LLh4ZgLpk2                         | 31-335-256-6649 | g the even, regular deposits. even, silent packages use-- unusual ideas use along the asymptot       |        546.78
    497.87 | Supplier#000005529        | JAPAN                     |     75528 | Manufacturer#1            | 6oBPeuCY9ncw4kUjuuF5Vn Dl8BZCgHtcCN3     | 22-980-990-1520 | s are. quickly ironic instructions wake above the blithely final courts. furiously ironic ideas      |        691.73
   5466.86 | Supplier#000005676        | VIETNAM                   |     75675 | Manufacturer#2            | HInJHZisl5svSU1oKsr                      | 31-411-864-6979 | quests. pending, brave deposits cajole blithely. furious asymptotes                                  |        248.57
   4007.49 | Supplier#000005695        | CHINA                     |     75694 | Manufacturer#5            | YOkDgHOjMdM0E8gGx6adBSLSnQ9              | 28-249-980-3939 | r instructions: furiously ir                                                                         |        611.68
   -935.11 | Supplier#000008722        | INDONESIA                 |     76214 | Manufacturer#5            | IntIqWtVWnMu6SRP,R60CIIk                 | 19-162-892-4701 | st. regular forges haggle blithely according to the quickly final pa                                 |        475.69
   -172.97 | Supplier#000004003        | VIETNAM                   |     76481 | Manufacturer#5            | 7w3Uyzi 6Q,e2 fJrE60Y9HFhPfBM            | 31-655-482-7421 | s nag silently blithely regular asymptotes. ironic, bold dependencies lose slowly furiously regu     |        594.24
   2640.11 | Supplier#000006482        | JAPAN                     |     76481 | Manufacturer#5            | o4,qxBTiDQAF9SD5GbbGl3tB5,7jnQArlvUU0    | 22-579-880-1544 | osits. deposits nod. furiously reg                                                                   |        656.98
   8190.88 | Supplier#000008989        | INDIA                     |     76481 | Manufacturer#5            | qRN1ZwuGg9dQk9WGrtYdgfaX6pVB wtSHBIXV    | 18-951-647-8754 | y express packages? idle, even requests affix furiously regul                                        |        989.51
   1054.90 | Supplier#000004448        | CHINA                     |     76926 | Manufacturer#4            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca                                                                |        906.27
   4018.30 | Supplier#000009434        | CHINA                     |     76926 | Manufacturer#4            | zBhG4DSvr0YB6eQ47vEa,YQDks               | 28-960-513-5579 | hely. final, bold packages across                                                                    |        982.63
   9256.15 | Supplier#000009646        | INDONESIA                 |     77138 | Manufacturer#4            | PNLwcL8HIKRjIx7                          | 19-306-917-5939 | ges. fluffily regular packages sleep slyly on the furiously special foxes. furiously silent pin      |        702.36
   8183.66 | Supplier#000000412        | JAPAN                     |     77904 | Manufacturer#1            | S2onAA,jGtQ3qfpN                         | 22-351-499-2131 |  the packages! quickly even warhorses haggle slyly along the final, expre                            |        263.02
    539.24 | Supplier#000000481        | INDONESIA                 |     77973 | Manufacturer#1            | VqFS2DPW Ci2TpkfD                        | 19-951-947-8520 | refully stealthy instructions hang blithely ironic pinto beans. ironi                                |        746.53
   6629.07 | Supplier#000003369        | INDIA                     |     78354 | Manufacturer#4            | TU1MuYs4GttdcuplDto7EJ                   | 18-832-929-3971 | unusual accounts boost carefully care                                                                |        331.33
   8838.80 | Supplier#000008964        | VIETNAM                   |     78963 | Manufacturer#2            | U2YJW,Y1xCbUWbjuovtzsLfsl                | 31-984-439-7577 | lly bold requests. slyly bold pinto beans after t                                                    |        415.63
   1541.19 | Supplier#000004318        | INDIA                     |     79303 | Manufacturer#2            | TnLaWeEdA5Hz1yKKi07g6fPtvCF 0fh3Lsvi     | 18-448-117-5693 | key players boost blithely regular ideas. accounts haggle multipliers. f                             |         82.67
   2067.45 | Supplier#000002589        | JAPAN                     |     80080 | Manufacturer#1            | RXJleJvDsIZ2xeVXri8Vy                    | 22-956-336-8515 | ss requests. fluffily unusual deposits serve ironic, final packages.                                 |        819.39
    166.32 | Supplier#000000081        | JAPAN                     |     80080 | Manufacturer#1            | SLlacbhgpKmVa,gF3saYv12e0                | 22-535-310-6971 | oost carefully quickly regular packages. carefully final excuses sleep blithely slyly pendi          |        903.40
   2528.65 | Supplier#000007690        | CHINA                     |     80165 | Manufacturer#2            | 3mxdk0kzKF6tmyIvEKRnfROqExG A,Zyt3 ab7   | 28-573-152-9604 | y pending asymptotes against the bold deposits haggle pending instructions. ironic dolphins prin     |        589.54
   6934.32 | Supplier#000007712        | VIETNAM                   |     80187 | Manufacturer#2            | DyTQD 3ajuOtHQTpI4LsWSF kSd2SE6U4COgYHQ  | 31-394-117-4728 |  carefully even foxes boost ab                                                                       |        458.64
