 l_partkey |  part_value  
     23875 |  381756.1914
     86505 |  381704.6800
    148368 |  381694.8564
    164217 |  381672.4590
    144397 |  381665.6581
     51614 |  381633.0936
     51757 |  381580.9625
      9824 |  381579.1056
    178787 |  381570.6678
    195820 |  381554.7112
    143009 |  381528.8400
       320 |  381520.8448
    106774 |  381512.1648
    155407 |  381496.2880
    158616 |  381492.9041
     90590 |  381459.5906
    194262 |  381434.5624
     44432 |  381422.5173
    131672 |  381383.5662
    145697 |  381335.4258
    142596 |  381316.2789
    129847 |  381298.8144
     24270 |  381294.5829
    122984 |  381286.0604
     55691 |  381258.1357
     80414 |  381189.8617
    111602 |  381180.7280
    179284 |  381159.4552
     55576 |  381146.5102
    124617 |  381116.1776
    116763 |  381100.0088
    187571 |  381073.0432
    100422 |  381066.3180
     81867 |  381050.0460
     25616 |  381039.7437
     90048 |  381033.3428
     60836 |  380981.8649
    170423 |  380971.4420
    151577 |  380938.8087
    133672 |  380910.2244
    137373 |  380898.6259
    132378 |  380884.5222
    193700 |  380874.2580
     73504 |  380869.9500
    177940 |  380865.9956
    170764 |  380822.7856
    183826 |  380799.0098
    118925 |  380794.4888
     75616 |  380792.6925
     21961 |  380791.0008
     92580 |  380737.3438
     98085 |  380680.9584
    176446 |  380670.8976
    124277 |  380634.4877
    157974 |  380587.9810
    193260 |  380563.7772
     83195 |  380555.3700
     59482 |  380550.7200
     21420 |  380534.0256
    164435 |  380525.3454
      5089 |  380513.9424
      5479 |  380493.8901
     39858 |  380478.9955
    156872 |  380469.6075
    174975 |  380453.9323
     63849 |  380442.6024
     41328 |  380440.5904
    190356 |  380418.9770
    181851 |  380404.2085
    160697 |  380399.2698
     47171 |  380390.2523
    178531 |  380380.2249
    197524 |  380376.1616
    113894 |  380376.0293
     21452 |  380363.2430
     34121 |  380360.2088
     98326 |  380344.7040
    181837 |  380312.1060
     71526 |  380310.1792
     76835 |  380284.9987
     89800 |  380260.9080
    180657 |  380249.9495
    155751 |  380230.5375
    127565 |  380223.7000
     45756 |  380204.9850
    140577 |  380193.6528
    195279 |  380136.8247
    177429 |  380130.0228
     33716 |  380109.6811
    163213 |  380093.6243
    190137 |  380091.2462
     47462 |  380089.0782
    114721 |  380070.6084
    137541 |  380065.0758
    169164 |  380010.5856
     23044 |  380008.0384
    198610 |  379977.7779
    100997 |  379977.7382
     85941 |  379973.2986
    149587 |  379932.0470
     98803 |  379927.5480
     89762 |  379921.7088
    149274 |  379884.3516
     83568 |  379883.9504
    152606 |  379835.9860
    106911 |  379822.8964
     90941 |  379819.4040
     17765 |  379815.7596
    150863 |  379805.5170
     94393 |  379784.1386
    130311 |  379765.1003
     52640 |  379749.0816
    131792 |  379731.3159
     71416 |  379706.3688
     77303 |  379672.9650
     90541 |  379668.7660
    173559 |  379649.5025
    163910 |  379523.6757
     32545 |  379506.1490
    165977 |  379502.1072
     91194 |  379485.9861
    164238 |  379482.8443
     10139 |  379480.8123
    147593 |  379468.4670
     63754 |  379468.1525
    191583 |  379443.0822
    181404 |  379430.5760
    112453 |  379375.6960
    123610 |  379324.2420
    135457 |  379321.0920
    114053 |  379314.9340
    150149 |  379299.9734
    186558 |  379299.0120
     87507 |  379274.2100
     46951 |  379229.3895
    179436 |  379206.0489
     75610 |  379198.6315
    174912 |  379181.9044
    108575 |  379170.0008
    130910 |  379156.7685
     20565 |  379114.9120
     80752 |  379108.3725
     73257 |  379101.5375
     41726 |  379056.0788
     98617 |  379054.4182
    150948 |  379039.0028
     30928 |  378996.6096
     65364 |  378960.6552
     79513 |  378918.4388
     98352 |  378908.2100
    139387 |  378889.3194
    164903 |  378879.7870
     36123 |  378857.8152
    140552 |  378772.0920
    138829 |  378737.8614
    113442 |  378720.0424
     24955 |  378697.1280
    177160 |  378694.6760
    172079 |  378679.0086
    181493 |  378649.1001
    128630 |  378648.6427
    166136 |  378646.9074
    126929 |  378626.9936
     56886 |  378601.2672
    141507 |  378592.7650
    168826 |  378566.0878
    168493 |  378536.4058
     36576 |  378520.6425
    173375 |  378502.5321
    156491 |  378500.5791
    155522 |  378478.5984
    129821 |  378474.1818
    163584 |  378432.6502
     49644 |  378425.7544
    182452 |  378364.6810
    164598 |  378355.6063
    147429 |  378347.3892
    181565 |  378346.5568
    110274 |  378345.9420
    109830 |  378342.6412
    122881 |  378319.9948
     73743 |  378317.9938
    153353 |  378308.1500
    145962 |  378239.4252
     93882 |  378214.9256
     17936 |  378127.5628
     98879 |  378109.1245
    141596 |  378103.1551
     27087 |  378099.7280
    190714 |  378086.7450
     56704 |  378058.3550
     90315 |  378004.7229
     32895 |  377989.3731
     11358 |  377974.3495
    171368 |  377961.5424
     65430 |  377952.2155
    156609 |  377941.2960
     67539 |  377837.7240
    193621 |  377730.7860
    180820 |  377711.9422
    159630 |  377699.8902
    131813 |  377669.5032
     85774 |  377664.2397
     42467 |  377636.6178
     85380 |  377609.4928
    181825 |  377607.5646
    174318 |  377566.6258
     44707 |  377562.1030
    108967 |  377507.1580
     44411 |  377481.6850
    196441 |  377472.2688
    187992 |  377455.7853
    152360 |  377410.8392
     18703 |  377402.0240
    127847 |  377367.7952
     23385 |  377362.9596
     56878 |  377341.0155
     32968 |  377264.5216
    156488 |  377239.2400
    155541 |  377230.4712
    112798 |  377223.7728
    186370 |  377214.3937
     88634 |  377212.7961
    193070 |  377206.8624
    126434 |  377199.8604
    103634 |  377178.9416
    173632 |  377165.9619
     63577 |  377162.3474
    190383 |  377111.6110
    164242 |  377085.3632
     74476 |  377078.6859
     43999 |  377076.0693
    144824 |  377071.8114
    188729 |  377067.8368
    125574 |  377018.6490
      4633 |  376965.3708
     96324 |  376951.3600
    169743 |  376941.1556
      3899 |  376930.2123
     53138 |  376898.1246
    113919 |  376898.1209
    187363 |  376890.5496
    166816 |  376882.0777
     69396 |  376861.2939
    137391 |  376852.1337
     79418 |  376839.5547
     98695 |  376829.0881
    154964 |  376778.3152
     19461 |  376768.9478
      9629 |  376761.8794
     25871 |  376749.7329
     17732 |  376732.3428
     34436 |  376717.5027
    155590 |  376708.4628
     28881 |  376708.4232
     16139 |  376702.5126
    126076 |  376698.5467
      1500 |  376681.1550
    167880 |  376661.5556
     85590 |  376660.5454
    161106 |  376634.8410
    115590 |  376623.2463
     50570 |  376599.5719
    131984 |  376585.0640
    180895 |  376584.8751
    120054 |  376572.6705
     87929 |  376540.5956
     43915 |  376503.6314
    126762 |  376480.3172
    148342 |  376448.4584
    174408 |  376425.8320
    174643 |  376420.8060
    115194 |  376408.7551
    151085 |  376406.0256
     41975 |  376397.0595
    181829 |  376393.3236
    160603 |  376372.8640
    115925 |  376344.3880
     76711 |  376308.6987
    157794 |  376302.2459
     89724 |  376281.5004
     61837 |  376279.2594
    166311 |  376267.3189
    151471 |  376263.2358
    179373 |  376236.4485
    181792 |  376219.5562
    173946 |  376213.8250
     28972 |  376201.9630
    103960 |  376176.8984
     96352 |  376135.7160
     50910 |  376127.1292
    185572 |  376119.2087
    151571 |  376111.7260
    195113 |  376108.8052
    161423 |  376107.4954
     11477 |  376080.9842
    173827 |  376077.2370
    133614 |  376034.0303
     62595 |  376017.8019
    115554 |  376017.0935
     47602 |  375948.4560
     71597 |  375928.2794
     79526 |  375853.0680
     46757 |  375830.2125
     55315 |  375821.2135
    188733 |  375804.6817
    176865 |  375788.7472
     20625 |  375771.1344
     28341 |  375762.7202
    188695 |  375734.2985
    185573 |  375732.4478
    155573 |  375727.3847
     90843 |  375662.1240
      9630 |  375623.5311
    185685 |  375614.3484
    164355 |  375588.3970
    167489 |  375563.0592
     85574 |  375544.4560
     59612 |  375504.7773
      4694 |  375500.3072
    186983 |  375473.6722
    177169 |  375468.0080
    165956 |  375455.8955
     93359 |  375412.3600
     51597 |  375393.7019
    120755 |  375375.7925
    121464 |  375360.8874
     63199 |  375282.7729
    117781 |  375279.4714
    144217 |  375273.0355
    171247 |  375263.3808
     10708 |  375263.2210
     78073 |  375231.9900
     41851 |  375189.7195
     20310 |  375133.8221
     78344 |  375108.1878
    151565 |  375106.5824
    107553 |  375062.5870
    163239 |  375055.2623
    197480 |  375045.8700
     20105 |  375043.0860
    137140 |  375036.8040
     71565 |  375028.1992
    135855 |  375012.2805
     69686 |  375011.5200
     93407 |  374985.1080
    100365 |  374968.8168
     71232 |  374962.5649
     69764 |  374960.2752
     52968 |  374952.1824
     63343 |  374945.7068
    183762 |  374929.2288
     80950 |  374913.2520
    110169 |  374866.7556
    141218 |  374803.8565
    186939 |  374797.0500
     30547 |  374778.0210
    155813 |  374771.1574
    126876 |  374770.2465
    194253 |  374764.5325
     77906 |  374764.2270
    190925 |  374739.3688
     74369 |  374730.2720
     92656 |  374721.6585
     97437 |  374687.4603
    114292 |  374683.1607
    187121 |  374674.2556
     88467 |  374635.4040
     95711 |  374622.8450
     21579 |  374602.2948
    123802 |  374599.3860
    166585 |  374594.8598
     35509 |  374587.7400
    107229 |  374549.9356
     78962 |  374527.6416
    192437 |  374465.6412
    171900 |  374463.8100
    174339 |  374405.2503
     34899 |  374370.3046
     13765 |  374363.4800
     75987 |  374359.9158
    104247 |  374358.4956
    197962 |  374356.5308
    183553 |  374344.4470
     94873 |  374339.8267
    181610 |  374319.4608
      6953 |  374296.3380
     13539 |  374273.4051
    142534 |  374252.4567
    145868 |  374236.1844
    115764 |  374230.1352
    183389 |  374161.2056
     68822 |  374156.0226
     59894 |  374152.0798
    198267 |  374108.5452
    124781 |  374103.4426
     78885 |  374099.3548
      5854 |  374091.3145
     10851 |  374058.3735
    186695 |  374030.1817
     61480 |  373977.5712
     12588 |  373944.5360
     93681 |  373939.2972
      6148 |  373892.9166
     96289 |  373849.3936
    114187 |  373831.2396
     38933 |  373805.7017
    170373 |  373789.5289
    129917 |  373787.2509
     27945 |  373782.6358
     10866 |  373762.5010
     28209 |  373752.1520
    147847 |  373738.2416
    194634 |  373729.8060
    117462 |  373726.3906
    192188 |  373722.9474
     93067 |  373713.5524
     56816 |  373690.6199
    101592 |  373649.0473
     89725 |  373637.4880
     56831 |  373620.7134
    197807 |  373607.4720
    179612 |  373592.0685
      1476 |  373583.6387
    172837 |  373581.8463
     70562 |  373576.8256
     86312 |  373562.7363
     70786 |  373544.1314
     66150 |  373508.4360
     32177 |  373457.5390
    124408 |  373426.6800
     53950 |  373421.7135
    139652 |  373414.8210
    126086 |  373414.2224
     26073 |  373382.4311
     16418 |  373381.2621
    182834 |  373379.3157
    186757 |  373322.5000
     55833 |  373293.0444
     16340 |  373283.7408
    182576 |  373194.8357
     96833 |  373175.5302
    114065 |  373171.3198
     40596 |  373130.1497
     92385 |  373118.4682
    181974 |  373117.4356
     53696 |  373110.3873
     96835 |  373107.1344
     54158 |  373092.9605
    174983 |  373091.1942
    178839 |  373037.1133
    100235 |  373027.1077
    149841 |  372987.0984
    140045 |  372982.5000
     43565 |  372946.2032
     93821 |  372891.0654
     86708 |  372884.8410
      8368 |  372875.8104
    181528 |  372845.3080
      6412 |  372833.1639
    151983 |  372828.6858
    132209 |  372819.2440
      9668 |  372769.5048
    137804 |  372743.4840
    130700 |  372740.8590
    158249 |  372733.3412
     27996 |  372715.3428
     38988 |  372697.2018
    123671 |  372691.8264
     51481 |  372645.3472
     39917 |  372588.9915
    118947 |  372565.2894
    166639 |  372560.7609
    169163 |  372543.5760
     25908 |  372538.4460
    156561 |  372475.5412
     15445 |  372474.8676
    111184 |  372453.9434
    123765 |  372437.7196
     13269 |  372435.5452
     82459 |  372427.4365
    185583 |  372410.3702
     23754 |  372410.1675
     40926 |  372394.5324
     20765 |  372384.3840
    195653 |  372375.0175
    116931 |  372366.2988
     66394 |  372365.9508
    141580 |  372363.4154
     76767 |  372292.7600
    166624 |  372291.4302
    178986 |  372274.5944
    152944 |  372269.5548
    180786 |  372254.5998
    105066 |  372214.7712
    170803 |  372192.8940
    183626 |  372150.0816
     43715 |  372148.1756
     59945 |  372130.0290
     21876 |  372123.1326
      6041 |  372120.4272
    146760 |  372120.2896
    187155 |  372098.4540
    115821 |  372066.2592
    134312 |  372025.8423
    115574 |  372007.0671
     83507 |  371998.9900
    109678 |  371996.2214
     61116 |  371990.7096
    130843 |  371975.9784
    199332 |  371945.4138
     74707 |  371907.9550
    138680 |  371905.1652
     88925 |  371874.6560
    191420 |  371824.4342
    152978 |  371809.6779
    108084 |  371798.6360
    139904 |  371790.3140
    163377 |  371773.9007
    189671 |  371730.2571
    162102 |  371720.4120
     17873 |  371695.0685
     90386 |  371663.8914
    118743 |  371603.8182
    136500 |  371602.5250
     82856 |  371594.8080
    152582 |  371589.0714
    150865 |  371504.4126
     43364 |  371499.4176
     24187 |  371467.4740
     50705 |  371456.2950
    140548 |  371432.4228
    144117 |  371427.4779
    181577 |  371403.5801
    127526 |  371400.0264
     19690 |  371387.6768
    153987 |  371376.7208
     73358 |  371340.1420
    127702 |  371297.4020
    162534 |  371289.0168
    194364 |  371283.8724
     32818 |  371259.2605
    170533 |  371249.2656
     80947 |  371205.5676
     24400 |  371202.8320
     98829 |  371193.6856
    107561 |  371168.3528
    172672 |  371091.3090
     85220 |  371087.2380
     58798 |  371069.1838
    111141 |  371012.1228
    111809 |  371006.2080
     89524 |  370994.0224
    142286 |  370975.3212
    130594 |  370958.8806
     18271 |  370957.0984
     83504 |  370937.8750
    124016 |  370877.9661
      6633 |  370866.0744
    134870 |  370840.0916
    164955 |  370802.2215
    198689 |  370782.7088
    185027 |  370780.8286
     93964 |  370778.8852
     81190 |  370728.4826
     14114 |  370726.1849
     65122 |  370718.7912
      2814 |  370659.2790
     18710 |  370645.5347
    134995 |  370635.5742
    186472 |  370635.3354
     48720 |  370606.0248
    150309 |  370585.9590
     36923 |  370551.8616
    167407 |  370487.2320
    114951 |  370483.2775
    178428 |  370458.8064
     34187 |  370426.6602
    150734 |  370367.1696
     75927 |  370365.3196
     58861 |  370359.7086
    127577 |  370350.8017
    169932 |  370337.0307
    148479 |  370274.0027
     24381 |  370271.0370
    177694 |  370230.0593
    198727 |  370201.2444
     73672 |  370144.0964
    161799 |  370129.7389
    145562 |  370124.6144
     49766 |  370123.7472
    145289 |  370115.9292
    105840 |  370109.3784
    171594 |  370077.4421
     94720 |  370053.7232
    114707 |  370044.9810
    173417 |  370038.9948
    117347 |  370036.2948
     29728 |  370036.2584
     48827 |  370027.6134
     83909 |  369967.3050
    142556 |  369952.4265
      9076 |  369933.1878
     56384 |  369918.0724
     54914 |  369913.3563
    187373 |  369911.7210
     17585 |  369905.1444
    148906 |  369867.0800
    172797 |  369863.1599
      7940 |  369846.7116
     85854 |  369809.8500
     56841 |  369797.7096
     14814 |  369775.1709
    115680 |  369743.0240
    126494 |  369737.5533
    101610 |  369719.4501
    108878 |  369694.4391
    195515 |  369660.3603
     92521 |  369646.9896
      2917 |  369641.9201
     94322 |  369635.8192
    176950 |  369634.6020
    156419 |  369619.7132
     85983 |  369557.8562
    101375 |  369486.5265
    110568 |  369477.7536
     83222 |  369436.0866
     84694 |  369429.3083
    142467 |  369425.2404
    161483 |  369408.7264
    127204 |  369384.6240
    145426 |  369370.5626
    180278 |  369340.7784
    188239 |  369301.7475
     67994 |  369266.1379
     46879 |  369263.9488
    131468 |  369257.0196
    173543 |  369250.0668
    149220 |  369241.4824
     35768 |  369238.8672
     61093 |  369216.1043
     88757 |  369173.7525
    102988 |  369167.5116
     98982 |  369155.6230
    156465 |  369151.8398
    101491 |  369137.5517
    131885 |  369133.5816
    140723 |  369076.0472
     14974 |  369066.9586
     44460 |  369021.8650
     68589 |  369021.8536
    172766 |  369020.7444
     54637 |  369003.4992
    192938 |  368999.6717
     95080 |  368988.9576
     95691 |  368980.3044
    107878 |  368951.6068
     68925 |  368916.6768
    173869 |  368871.3996
     95598 |  368852.3414
    162310 |  368835.7587
    146206 |  368822.9880
    183462 |  368808.5744
     48694 |  368767.4781
     45613 |  368767.1260
     76478 |  368766.3238
    199434 |  368713.2435
    107434 |  368703.3797
    170107 |  368679.4910
     95722 |  368674.2436
     93815 |  368671.6542
     69116 |  368666.1225
    109824 |  368634.4964
    184980 |  368619.5798
     87985 |  368592.1236
    175585 |  368582.3368
     83851 |  368566.3195
    182446 |  368552.7372
    197584 |  368535.0728
    172532 |  368528.4504
     93942 |  368525.5384
    176696 |  368524.5241
     77713 |  368507.1516
    186878 |  368472.0711
    180867 |  368457.1976
    100681 |  368456.0880
     26980 |  368447.6058
     58572 |  368423.5047
    195748 |  368416.1268
     61567 |  368413.5312
    185538 |  368411.4276
     14856 |  368372.2170
     74970 |  368357.8683
      6460 |  368356.6222
    139653 |  368354.4930
     20665 |  368348.8180
     14810 |  368333.1755
     93962 |  368326.8276
    168264 |  368316.5996
    100617 |  368297.4448
     41388 |  368278.1414
     76883 |  368256.2400
     59400 |  368220.6780
    153065 |  368210.6998
      4463 |  368147.5812
    174984 |  368145.6240
    189649 |  368104.8608
      5913 |  368092.8167
    199748 |  368088.2854
    111310 |  368077.3267
     46521 |  368068.6912
    114324 |  368064.7664
     90277 |  368053.2261
    160590 |  368032.0523
    130672 |  368015.0938
     68331 |  368009.2359
     41728 |  368006.2880
     92527 |  367997.3536
    102569 |  367996.4896
     37575 |  367993.1553
    112405 |  367942.8660
    187545 |  367941.8652
     75566 |  367862.4628
    101898 |  367818.7040
     31700 |  367817.8140
     68610 |  367800.3439
      4964 |  367773.9488
    123918 |  367758.9158
    116500 |  367736.0850
     24331 |  367723.8169
    166867 |  367723.4790
     39905 |  367707.0190
     54658 |  367700.3265
    127386 |  367648.4056
    149213 |  367631.2846
     10887 |  367612.5236
     90827 |  367599.5604
     33568 |  367596.9036
     87725 |  367583.9664
    197529 |  367560.9896
    165510 |  367550.7279
    178792 |  367460.5718
     65765 |  367440.3480
     44201 |  367437.4200
      4629 |  367424.6796
     89211 |  367408.2852
     51316 |  367380.4959
    168871 |  367372.5806
    112229 |  367351.4712
     17321 |  367322.8616
    140225 |  367318.6704
    185907 |  367311.3990
     11295 |  367230.8647
     51873 |  367218.5901
    136560 |  367208.8000
    118913 |  367198.1337
     76505 |  367189.7750
      1837 |  367188.7311
     16494 |  367164.6519
    124985 |  367163.0466
    156646 |  367157.2896
    179466 |  367154.9322
    155056 |  367146.4725
     76455 |  367095.3525
     98888 |  367092.5040
    189828 |  367089.9262
     64964 |  367023.2192
     53565 |  367005.5808
    153332 |  367001.6236
     72574 |  367001.0610
    117429 |  366956.7540
    142331 |  366953.7760
    159838 |  366945.4305
    147382 |  366936.1398
    115576 |  366904.6321
    195267 |  366897.4858
      2706 |  366864.0350
     19784 |  366857.9096
     55902 |  366823.7760
     69851 |  366810.2325
    135738 |  366807.3640
     57578 |  366801.6059
     68626 |  366778.5462
     66607 |  366774.6880
    126696 |  366743.4741
     40317 |  366732.1808
    137535 |  366698.2707
     53249 |  366695.2224
     11872 |  366692.3172
      5912 |  366690.6261
     23537 |  366680.6618
    103936 |  366666.1693
    122678 |  366664.4520
     80422 |  366648.6848
    179921 |  366628.5716
    193752 |  366565.9500
     48908 |  366552.0600
    116443 |  366538.3560
    102409 |  366512.3520
     64846 |  366495.9076
     95416 |  366458.4924
    175427 |  366380.1412
    167872 |  366363.8482
     65590 |  366357.0009
    196022 |  366341.6134
     56492 |  366294.1512
    101358 |  366276.8575
      7270 |  366272.2424
     31829 |  366250.5600
     34732 |  366213.9156
     68248 |  366209.8640
     23894 |  366195.7616
    193911 |  366176.7624
    168157 |  366148.3290
     52871 |  366105.4251
    106317 |  366093.7115
     99806 |  366071.7760
     79574 |  365990.0206
     90618 |  365974.8611
    193881 |  365925.5152
     37818 |  365910.8040
     54907 |  365900.5880
    147506 |  365895.8550
    152405 |  365880.2700
     62718 |  365873.7599
     18925 |  365833.7280
     92747 |  365780.3350
    195827 |  365778.0486
    111051 |  365770.0200
     29456 |  365758.8000
     49112 |  365754.0059
     95679 |  365714.4346
     34685 |  365707.5472
     75422 |  365704.8140
    139640 |  365691.2208
     31983 |  365665.4310
    171304 |  365664.7640
    155179 |  365647.5459
    164580 |  365639.4714
     78096 |  365588.0133
     38243 |  365581.9676
    158001 |  365577.3900
     31878 |  365575.6413
    181540 |  365559.9776
    198294 |  365531.8166
    108871 |  365521.9228
    161352 |  365506.4435
     91637 |  365480.8583
     58883 |  365465.8296
    122451 |  365430.3345
    163433 |  365428.2060
     92624 |  365372.2862
    145575 |  365325.0951
    150838 |  365318.6103
     57307 |  365306.8420
     83958 |  365300.2145
     87373 |  365300.1561
    152782 |  365286.3502
    110404 |  365254.6560
     51465 |  365220.0464
    156247 |  365219.9776
    138436 |  365201.5667
    107706 |  365189.4700
    110586 |  365185.7434
    141718 |  365034.2424
     86293 |  365032.6086
     15592 |  365017.6908
    143462 |  364953.6132
     95576 |  364949.9854
    160041 |  364939.7080
    151491 |  364922.2842
    195552 |  364915.8495
     18887 |  364914.1716
    128830 |  364888.3290
     28826 |  364862.1744
     27998 |  364840.2857
     48336 |  364839.6231
    129516 |  364833.0906
    125398 |  364814.8570
    196852 |  364805.2315
    193939 |  364788.9592
    152334 |  364757.2863
     59131 |  364713.8928
      6085 |  364707.5292
    140619 |  364699.2975
    133731 |  364699.1018
     68541 |  364644.4824
    112135 |  364626.7418
    193727 |  364617.3872
     13865 |  364595.1456
    186702 |  364554.9470
     71577 |  364517.8923
    123332 |  364502.4502
    150829 |  364497.0980
    111428 |  364461.1440
    112713 |  364435.4378
     23634 |  364423.1148
       669 |  364412.2656
    197612 |  364403.3715
     35613 |  364387.9330
    187500 |  364347.1250
     41380 |  364330.8936
     26709 |  364303.1040
     90922 |  364296.4848
     75469 |  364292.8120
     89250 |  364252.7525
     62334 |  364216.8768
    140588 |  364215.6312
    153430 |  364211.7336
    135846 |  364192.4952
     14381 |  364183.1332
    174740 |  364163.8758
     54884 |  364153.4064
     45595 |  364118.4465
     88834 |  364110.2925
    153622 |  364095.4698
     18611 |  364093.0683
    135568 |  364072.2624
     25610 |  364062.4188
    134845 |  364049.8144
     34438 |  364023.3332
     51825 |  363999.3452
    194860 |  363994.9320
     62294 |  363984.9017
      4119 |  363950.9203
     97213 |  363946.4533
    165730 |  363940.5991
    123000 |  363891.3300
     52696 |  363882.3699
    180700 |  363868.2380
    112165 |  363824.8412
     17149 |  363798.9522
     35697 |  363795.9858
    191458 |  363764.3765
    137299 |  363751.5009
    166576 |  363747.1265
     19601 |  363727.5200
    125595 |  363725.2196
    150356 |  363696.1735
    165751 |  363677.0150
     86419 |  363649.8375
     90931 |  363648.3753
     93697 |  363633.6052
    123988 |  363625.1454
     84810 |  363610.5579
     31837 |  363600.6948
     12536 |  363595.5153
    194956 |  363592.4160
     94685 |  363549.9392
    121891 |  363544.7445
     11617 |  363518.7441
    112986 |  363474.5334
     97938 |  363470.8575
    126286 |  363462.1916
    136482 |  363433.0032
     75829 |  363382.4588
    140696 |  363315.5480
     75934 |  363287.7853
     33571 |  363278.4265
    174385 |  363268.8696
     24207 |  363239.6320
    119326 |  363142.2276
    184717 |  363134.6505
      4734 |  363126.1807
    139106 |  363099.7590
    126646 |  363079.9648
    141883 |  363070.8656
     33829 |  363035.1508
     21560 |  363011.8312
    193411 |  362984.0448
    167515 |  362964.4936
     86646 |  362952.1984
     15730 |  362932.8369
    123592 |  362909.9817
     83206 |  362860.5960
    158097 |  362859.9726
    194536 |  362858.1462
     87515 |  362826.1148
    197952 |  362820.6505
     83885 |  362805.6744
     74670 |  362781.3086
    189881 |  362760.1728
    161777 |  362752.5456
    144740 |  362730.5576
     30745 |  362697.1656
     96881 |  362656.1856
     73536 |  362634.3919
    113845 |  362603.9188
     97574 |  362592.6304
    187173 |  362576.1124
    166629 |  362557.4684
     67824 |  362538.9406
    118845 |  362535.5184
    147129 |  362527.2288
    112684 |  362512.6488
    166384 |  362493.4734
    194910 |  362487.7280
    174712 |  362469.8577
    118732 |  362436.1246
    199653 |  362395.4405
     22425 |  362388.6090
    160355 |  362372.0605
      3507 |  362272.8200
    172974 |  362272.7506
    197748 |  362263.3898
    133874 |  362247.2769
     44685 |  362212.6768
    100912 |  362209.5085
    105364 |  362209.4136
     92676 |  362201.5102
     96358 |  362193.8205
    113809 |  362135.6760
      7703 |  362085.3600
      5107 |  362078.7750
     95648 |  362077.4556
    118603 |  362070.8480
     28092 |  362029.9410
     34908 |  362000.8470
     96882 |  361985.0208
    185778 |  361981.4094
     73813 |  361971.9698
    129065 |  361969.7510
     49238 |  361962.6824
    197373 |  361960.9829
      8821 |  361895.6422
    183901 |  361867.1190
     44869 |  361865.0700
     79381 |  361847.4762
     61836 |  361831.2658
     28890 |  361813.5988
    123881 |  361812.9072
    184782 |  361800.6318
    144408 |  361792.8400
    145330 |  361766.8032
    169468 |  361687.4650
     73206 |  361637.0560
     10425 |  361591.6734
    137694 |  361559.5551
     63902 |  361499.4660
     76713 |  361496.5574
    149866 |  361465.3062
     36113 |  361460.3594
    151587 |  361437.9764
       140 |  361427.8472
     17467 |  361427.1276
    135968 |  361414.1860
    186569 |  361408.7480
    126622 |  361393.9902
    145404 |  361393.3960
    171740 |  361387.7778
     25472 |  361385.7420
    149840 |  361375.2048
    170887 |  361365.9116
    108879 |  361338.3180
    139107 |  361330.9470
    181457 |  361320.3670
    109760 |  361314.2016
     62589 |  361285.4030
      8695 |  361279.2832
    112918 |  361273.2610
    125865 |  361229.8944
    124917 |  361195.2600
     61440 |  361151.0880
     34682 |  361150.1452
     69090 |  361096.7355
     71688 |  361096.5776
     37721 |  361070.1696
     98277 |  361054.4424
    134962 |  361050.3680
    127988 |  361041.8582
    109067 |  361028.8906
     10571 |  361014.1619
    189788 |  361003.2050
     12542 |  360987.7372
    156806 |  360917.5000
    105855 |  360911.8575
    132596 |  360911.8299
    148659 |  360911.8275
    156601 |  360909.2480
    149770 |  360878.5887
    158239 |  360863.4414
     77642 |  360823.3992
    138211 |  360771.8480
     23850 |  360765.6130
     58215 |  360750.3429
      6529 |  360746.1760
    167754 |  360742.9350
    166871 |  360734.5005
       710 |  360718.5045
    120552 |  360695.7935
     57912 |  360686.9399
      6984 |  360685.5252
     71802 |  360684.4920
     48584 |  360662.0514
    120992 |  360647.2884
     58823 |  360640.3680
     51821 |  360591.5880
    160404 |  360579.2120
    181821 |  360565.3618
     12765 |  360550.6240
     84812 |  360529.9265
    166529 |  360523.6992
     46464 |  360428.9484
     37589 |  360425.5380
    183701 |  360384.4710
    146798 |  360361.2786
      7947 |  360359.1938
     38283 |  360326.4512
    179900 |  360322.0010
    146706 |  360267.4850
     17532 |  360251.6909
      6664 |  360215.1644
     10777 |  360203.8734
    179598 |  360178.5730
     17317 |  360171.6580
     38786 |  360168.5596
    144658 |  360161.5545
    119672 |  360122.7096
    170261 |  360119.1426
    102953 |  360109.9545
     25427 |  360108.8734
     48876 |  360101.5971
     18652 |  360087.2190
    143899 |  360075.8037
     33258 |  360043.4000
    159063 |  359956.8480
    111612 |  359938.1009
     34880 |  359927.0016
    110216 |  359892.6350
    103473 |  359860.0331
     49082 |  359846.9200
     59274 |  359831.1879
    109766 |  359804.4912
    157287 |  359796.5420
     40703 |  359773.0560
    147572 |  359738.8884
    122581 |  359715.0656
    120844 |  359708.9876
    121427 |  359700.6228
    143672 |  359655.9021
    187810 |  359578.0607
     65780 |  359560.8488
     54724 |  359464.3136
    121859 |  359430.4350
    158885 |  359403.9732
    186287 |  359401.1088
    188946 |  359390.7534
     16617 |  359370.8313
     61132 |  359366.4875
    104723 |  359348.4828
    106802 |  359336.2080
    131421 |  359328.7080
     58621 |  359300.3652
    105856 |  359299.8130
    190943 |  359295.5010
    109573 |  359290.8671
     66608 |  359229.2440
    141836 |  359210.1007
     76581 |  359209.0996
     36708 |  359153.1390
      3475 |  359132.7891
     61309 |  359126.5130
    128215 |  359101.2085
    103378 |  359100.9452
     84911 |  359085.3540
